"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"MUENSTER","SASKATCHEWAN","52.33","-105.00","580.00","4015440","",""
"MUIR","ONTARIO","43.10","-80.58","","6145520","",""
"MUIR CREEK 1W","BRITISH COLUMBIA","48.38","-123.88","30.00","1015242","",""
"MULE CREEK","BRITISH COLUMBIA","59.78","-136.60","883.90","1205248","",""
"MULVILHILL","MANITOBA","50.95","-98.20","266.70","5041973","",""
"MUNCHO LAKE","BRITISH COLUMBIA","58.93","-125.77","836.50","1195250","71280","WWQ"
"MUNDARE AGDM","ALBERTA","53.57","-112.30","683.00","3014665","71354","ZMU"
"MURDER CREEK","BRITISH COLUMBIA","55.52","-127.80","245.00","1075253","",""
"MURDER CREEK 2","BRITISH COLUMBIA","55.49","-127.83","368.00","1075252","",""
"MURDOCHVILLE","QUEBEC","48.95","-65.52","574.50","7055380","",""
"MURDOCHVILLE HOLLAND","QUEBEC","48.95","-65.52","624.80","705ECH0","",""
"MURDOCK WILSON","QUEBEC","48.52","-71.25","91.40","7065383","",""
"MUSGRAVE HARBOUR","NEWFOUNDLAND","49.45","-53.98","3.00","8402770","",""
"MUSKEG LO","ALBERTA","57.13","-110.90","652.30","3064740","",""
"MUSKEG RS","ALBERTA","53.92","-118.65","1226.80","3074743","",""
"MUSKIKI SPRINGS","SASKATCHEWAN","52.32","-105.68","544.70","4055450","",""
"MUSKOKA","ONTARIO","44.97","-79.30","281.90","6115529","71532","YQA"
"MUSKOKA A","ONTARIO","44.97","-79.30","281.90","6115525","71630","YQA"
"MUSKOKA AWOS","ONTARIO","44.97","-79.30","281.90","6115524","",""
"MUSKOKA SNOW","ONTARIO","44.98","-79.05","290.00","6115526","",""
"MUSKRAT DAM","ONTARIO","53.44","-91.76","277.70","6015026","71678","ZMD"
"MUSKRAT DAM A","ONTARIO","53.44","-91.76","277.70","6015025","71755","ZMD"
"MUSKWA LO","ALBERTA","56.08","-114.65","624.80","3074750","",""
"MUSQUASH","NEW BRUNSWICK","45.20","-66.33","15.20","8103400","",""
"MYRA CREEK","BRITISH COLUMBIA","49.58","-125.61","353.90","1025254","",""
"MYRNAM AGCM","ALBERTA","53.72","-111.11","580.00","3014690","71065","PMN"
"MYRT LAKE","ONTARIO","48.47","-90.72","518.20","6045541","",""
"MYRTLE","MANITOBA","49.40","-97.78","247.80","5021975","",""
"MYRTLE 2","MANITOBA","49.33","-97.77","251.50","5021977","",""
"N VAN SEYMOUR HATCHERY","BRITISH COLUMBIA","49.44","-122.97","177.00","110N666","",""
"N VANC GRAND BLVD","BRITISH COLUMBIA","49.32","-123.05","111.30","110EF57","",""
"N VANC GROUSE MTN RESORT","BRITISH COLUMBIA","49.38","-123.08","1103.00","1105658","",""
"N VANC SONORA DR","BRITISH COLUMBIA","49.36","-123.10","182.90","110N6FF","",""
"N VANCOUVER 2ND NARROWS","BRITISH COLUMBIA","49.30","-123.01","4.00","1105666","",""
"N VANCOUVER CANYON HTS","BRITISH COLUMBIA","49.37","-123.10","208.80","1105652","",""
"N VANCOUVER CAPILANO","BRITISH COLUMBIA","49.35","-123.12","93.00","1105655","",""
"N VANCOUVER CAPILANO HIGHLANDS","BRITISH COLUMBIA","49.35","-123.12","130.00","110EFNN","",""
"N VANCOUVER CLEVELAND","BRITISH COLUMBIA","49.36","-123.11","157.00","110EF56","",""
"N VANCOUVER CLOVERLEY","BRITISH COLUMBIA","49.32","-123.05","79.20","110EFEF","",""
"N VANCOUVER DOLLARTON 2","BRITISH COLUMBIA","49.32","-122.95","109.70","1105F5F","",""
"N VANCOUVER GLENAIRE","BRITISH COLUMBIA","49.33","-123.12","15.20","1105657","",""
"N VANCOUVER LYNN CREEK","BRITISH COLUMBIA","49.37","-123.03","190.50","1105660","",""
"N VANCOUVER LYNN VALLEY","BRITISH COLUMBIA","49.35","-123.03","152.40","1105661","",""
"N VANCOUVER MOSQUITO CR","BRITISH COLUMBIA","49.35","-123.08","344.40","1105663","",""
"N VANCOUVER N LONSDALE","BRITISH COLUMBIA","49.35","-123.07","308.00","1105665","",""
"N VANCOUVER REDONDA DR","BRITISH COLUMBIA","49.37","-123.08","228.60","110N6F5","",""
"N VANCOUVER SEYMOUR BLVD","BRITISH COLUMBIA","49.32","-123.02","8.50","110EFFF","",""
"N VANCOUVER UPPER LYNN","BRITISH COLUMBIA","49.35","-123.03","176.80","1105668","",""
"N VANCOUVER UPR LONSDALE","BRITISH COLUMBIA","49.35","-123.07","350.50","1105667","",""
"N VANCOUVER W KEITH RD","BRITISH COLUMBIA","49.32","-123.08","64.00","110B001","",""
"N VANCOUVER WHARVES","BRITISH COLUMBIA","49.31","-123.12","7.00","1105669","",""
"NAAS HARBOUR","BRITISH COLUMBIA","54.93","-129.93","6.10","1065275","",""
"NACKAWIC","NEW BRUNSWICK","45.97","-67.23","45.70","8103425","",""
"NACO","ALBERTA","51.72","-110.80","731.50","3014760","",""
"NADINA RIVER","BRITISH COLUMBIA","54.17","-126.67","807.70","1085279","",""
"NADINA RIVER","BRITISH COLUMBIA","53.98","-126.38","731.50","1085280","",""
"NADINA RIVER","BRITISH COLUMBIA","53.90","-126.95","914.10","1085281","",""
"NADLUARDJUK LAKE","NUNAVUT","68.62","-73.21","138.80","2402718","",""
"NAGAGAMI","ONTARIO","49.77","-84.52","243.80","6075542","",""
"NAGAGAMI (AUT)","ONTARIO","49.75","-84.16","264.00","6075543","71832","WNZ"
"NAHANNI BUTTE","NORTHWEST TERRITORIES","61.08","-123.38","1371.60","2202723","",""
"NAHANNI VALLEY","NORTHWEST TERRITORIES","61.05","-123.37","213.40","2202727","",""
"NAIN","NEWFOUNDLAND","56.55","-61.68","7.60","8502799","71665","WFP"
"NAIN A","NEWFOUNDLAND","56.55","-61.68","6.40","8502801","71902","YDP"
"NAIN A","NEWFOUNDLAND","56.55","-61.68","6.40","8502810","","YDP"
"NAIN A","NEWFOUNDLAND","56.55","-61.68","6.40","8502800","71902","YDP"
"NAIRN","ONTARIO","43.09","-81.57","233.00","6124123","",""
"NAKINA A","ONTARIO","50.18","-86.70","324.60","6045550","",""
"NAKINA FORESTRY","ONTARIO","50.18","-86.70","320.60","6045572","",""
"NAKISKA RIDGETOP","ALBERTA","50.94","-115.19","2543.00","305MGFF","71245","WNR"
"NAKONAKE RIVER","BRITISH COLUMBIA","59.00","-133.48","365.80","1205295","",""
"NAKUSP","BRITISH COLUMBIA","50.25","-117.80","457.20","1145300","",""
"NAKUSP CS","BRITISH COLUMBIA","50.27","-117.82","512.10","1145297","71216","WNP"
"NAKUSP GLENBANK","BRITISH COLUMBIA","50.27","-117.78","585.00","1145303","",""
"NAMEW LAKE","MANITOBA","54.22","-101.78","290.00","5051986","",""
"NAMU","BRITISH COLUMBIA","51.87","-127.87","2.00","1065310","",""
"NANAIMO","BRITISH COLUMBIA","49.18","-123.97","70.10","1025340","",""
"NANAIMO A","BRITISH COLUMBIA","49.05","-123.87","28.00","1025370","","YCD"
"NANAIMO A","BRITISH COLUMBIA","49.05","-123.87","28.00","1025365","","YCD"
"NANAIMO A","BRITISH COLUMBIA","49.05","-123.87","28.00","1025369","","YCD"
"NANAIMO CHUB","BRITISH COLUMBIA","49.17","-123.93","21.30","10253P0","",""
"NANAIMO CITY YARD","BRITISH COLUMBIA","49.20","-123.99","114.00","10253G0","",""
"NANAIMO DEPARTURE BAY","BRITISH COLUMBIA","49.22","-123.95","7.60","1025C70","",""
"NANAIMO NORTH","BRITISH COLUMBIA","49.22","-123.98","98.00","102E3G0","",""
"NANAIMO RIVER CAMP","BRITISH COLUMBIA","49.08","-124.08","204.20","102ECG0","",""
"NANAIMO WATER RESERVOIR","BRITISH COLUMBIA","49.15","-123.97","114.30","1025371","",""
"NANGMAGVIK LAKE","NORTHWEST TERRITORIES","74.14","-119.99","32.00","2500440","71974","WSQ"
"NANIKA RIVER HATCHERY","BRITISH COLUMBIA","54.10","-127.45","807.70","1085373","",""
"NANISIVIK A","NUNAVUT","72.98","-84.62","641.90","2402730","","YSR"
"NANOOSE BAY","BRITISH COLUMBIA","49.28","-124.18","82.00","1025375","",""
"NANOOSE BAY SOUTH","BRITISH COLUMBIA","49.25","-124.18","111.00","1025377","",""
"NANTICOKE ESSO","ONTARIO","42.83","-80.05","198.10","6135573","",""
"NAPANEE","ONTARIO","44.23","-76.97","80.00","615NNPL","",""
"NAPINKA","MANITOBA","49.33","-100.85","434.60","5011990","",""
"NAPPAN AUTO","NOVA SCOTIA","45.76","-64.24","19.80","8203702","71311","XNP"
"NAPPAN CDA","NOVA SCOTIA","45.77","-64.25","19.80","8203700","",""
"NARAMATA","BRITISH COLUMBIA","49.62","-119.60","365.80","1125380","",""
"NARAMATA","BRITISH COLUMBIA","49.55","-119.57","411.00","1125381","",""
"NARCISSE","MANITOBA","50.67","-97.65","271.30","5031991","",""
"NAROL","MANITOBA","50.05","-96.97","230.70","5021992","",""
"NARROW LAKES LO","ALBERTA","54.57","-113.68","731.50","3064776","",""
"NASHLYN","SASKATCHEWAN","49.20","-109.52","944.90","4035480","",""
"NASS CAMP","BRITISH COLUMBIA","55.24","-129.03","195.00","1075384","",""
"NASS RIVER","BRITISH COLUMBIA","55.42","-129.02","1585.00","1075385","",""
"NATAL","BRITISH COLUMBIA","49.70","-114.92","1143.00","1155401","",""
"NATAL HARMER RIDGE","BRITISH COLUMBIA","49.77","-114.83","1889.80","1155402","",""
"NATAL KAISER RESOURCES","BRITISH COLUMBIA","49.75","-114.88","1127.80","1155403","",""
"NATASHQUAN A","QUEBEC","50.18","-61.82","10.70","7045400","","YNA"
"NATASHQUAN A","QUEBEC","50.19","-61.79","11.90","7045398","71513","YNA"
"NATASHQUAN AIRPORT","QUEBEC","50.19","-61.81","11.70","7045401","71813","MNT"
"NAUJAAT A","NUNAVUT","66.52","-86.22","22.90","2403495","","YUT"
"NAUWIGEWAUK","NEW BRUNSWICK","45.47","-65.90","65.50","8103441","",""
"NAVAN","ONTARIO","45.43","-75.52","76.20","6105576","",""
"NAVER CREEK","BRITISH COLUMBIA","53.28","-122.48","667.50","1095410","",""
"NAVER CREEK AHBAU","BRITISH COLUMBIA","53.25","-122.33","896.10","1095412","",""
"NAYLOR HILLS LO","ALBERTA","57.67","-117.72","731.50","3074780","",""
"NAZKO","BRITISH COLUMBIA","52.92","-123.62","899.20","1085414","",""
"NECHAKO RIVER (AUT)","BRITISH COLUMBIA","53.68","-124.83","715.00","1085415","71763","WNX"
"NEEDLES WHATSHAN BCHPA","BRITISH COLUMBIA","49.90","-118.08","463.30","1145419","",""
"NEEDLES WHATSHAN PH","BRITISH COLUMBIA","49.92","-118.07","433.10","1145420","",""
"NEEPAWA A","MANITOBA","50.23","-99.50","388.00","5042000","",""
"NEEPAWA CSC","MANITOBA","50.23","-99.47","368.80","5042003","",""
"NEEPAWA MURRAY 6 SOUTHWEST","MANITOBA","50.15","-99.57","411.50","5042004","",""
"NEEPAWA WATER","MANITOBA","50.22","-99.47","358.10","5042005","",""
"NEIDPATH","SASKATCHEWAN","50.22","-107.10","777.20","4025485","",""
"NEILBURG","SASKATCHEWAN","52.80","-109.60","668.10","4045487","",""
"NEILS HARBOUR","NOVA SCOTIA","46.82","-60.32","22.90","8203740","",""
"NELSON","BRITISH COLUMBIA","49.48","-117.35","539.50","1145430","",""
"NELSON 2","BRITISH COLUMBIA","49.50","-117.28","603.50","1145445","",""
"NELSON 3","BRITISH COLUMBIA","49.52","-117.28","552.00","1145444","",""
"NELSON CITY HALL","BRITISH COLUMBIA","49.48","-117.35","551.70","1145433","",""
"NELSON CS","BRITISH COLUMBIA","49.49","-117.31","534.90","1145M29","71776","WNM"
"NELSON ISLAND","BRITISH COLUMBIA","49.70","-124.08","15.20","1045440","",""
"NELSON NE","BRITISH COLUMBIA","49.59","-117.21","570.00","1145442","",""
"NELSON NOTRE DAME U","BRITISH COLUMBIA","49.50","-117.27","627.90","1145443","",""
"NELSON RIXEN CREEK","BRITISH COLUMBIA","49.51","-117.40","760.00","114EMDM","",""
"NELSON VOCATIONAL SCHOOL","BRITISH COLUMBIA","49.48","-117.30","678.50","1145446","",""
"NEMAIA VALLEY CHILKO LK","BRITISH COLUMBIA","51.42","-124.07","1216.20","1085450","",""
"NEMISCAU","QUEBEC","51.32","-77.02","231.30","7095409","",""
"NEPISIGUIT FALLS","NEW BRUNSWICK","47.40","-65.78","106.10","8103500","",""
"NEUDORF","SASKATCHEWAN","50.72","-103.52","605.60","4015489","",""
"NEUFCHATEL","QUEBEC","46.85","-71.37","91.40","7015417","",""
"NEUTRAL VALLEY","ALBERTA","52.13","-110.88","758.00","3014783","",""
"NEVILLE","SASKATCHEWAN","49.97","-107.58","853.40","4025490","",""
"NEW BRIGDEN","ALBERTA","51.72","-110.50","731.50","3014785","",""
"NEW BRIGDEN EAST","ALBERTA","51.68","-110.27","695.00","3014788","",""
"NEW CARLISLE","QUEBEC","48.03","-65.27","45.00","7055420","",""
"NEW CARLISLE 1","QUEBEC","48.01","-65.33","46.40","7055422","71619","WOC"
"NEW CHELSEA","NEWFOUNDLAND","48.03","-53.22","9.00","8402840","",""
"NEW DENVER","BRITISH COLUMBIA","50.00","-117.37","568.00","1145460","",""
"NEW GERMANY","NOVA SCOTIA","44.55","-64.70","78.60","8203800","",""
"NEW GLASGOW","PRINCE EDWARD ISLAND","46.41","-63.35","6.10","8300497","",""
"NEW GLASGOW","ONTARIO","42.51","-81.64","198.10","6135583","",""
"NEW GLASGOW TRENTON","NOVA SCOTIA","45.62","-62.62","93.30","8203905","",""
"NEW GRAFTON","NOVA SCOTIA","44.42","-65.18","","8204000","",""
"NEW HAZELTON","BRITISH COLUMBIA","55.23","-127.60","313.90","1075520","",""
"NEW IMPERIAL","YUKON TERRITORY","60.63","-135.08","800.10","2100765","",""
"NEW LISKEARD","ONTARIO","47.50","-79.67","194.20","6075594","",""
"NEW MEXICO","QUEBEC","45.35","-71.48","","7025425","",""
"NEW RICHMOND","QUEBEC","48.17","-65.80","47.00","7055430","",""
"NEW RICHMOND EAST","QUEBEC","48.16","-65.84","2.00","7055440","71659","MJN"
"NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","765.00","3014795","71067","PNS"
"NEW WESTM QUEENS PARK","BRITISH COLUMBIA","49.22","-122.92","100.60","1105560","",""
"NEW WESTMINSTER","BRITISH COLUMBIA","49.22","-122.93","118.90","1105550","",""
"NEW WESTMINSTER BC PEN","BRITISH COLUMBIA","49.22","-122.90","18.30","1105553","",""
"NEW WESTMINSTER WEST","BRITISH COLUMBIA","49.22","-122.93","83.80","1105570","",""
"NEWBROOK","ALBERTA","54.32","-112.95","670.60","3014800","",""
"NEWBROOK NORTH","ALBERTA","54.42","-112.80","701.00","3014803","",""
"NEWBURY","ONTARIO","42.72","-81.85","205.70","6125582","",""
"NEWCASTLE","NEW BRUNSWICK","47.00","-65.57","15.20","8103600","",""
"NEWGATE","BRITISH COLUMBIA","49.02","-115.15","708.70","1155490","",""
"NEWMARKET","ONTARIO","44.07","-79.43","281.90","6155616","",""
"NEWMARKET 2","ONTARIO","44.03","-79.40","292.00","615N619","",""
"NEWMARKET 3","ONTARIO","44.05","-79.43","240.00","615N002","",""
"NEWMARKET CHERRYWOOD","ONTARIO","44.07","-79.47","259.10","6155617","",""
"NEWMARKET WPCP","ONTARIO","44.07","-79.43","245.00","6155619","",""
"NEWTON","ONTARIO","43.58","-80.88","373.40","6145621","",""
"NEWTON","ONTARIO","43.58","-80.90","382.00","614NFK0","",""
"NEWTOWN CROSS","PRINCE EDWARD ISLAND","46.13","-62.83","41.10","8300510","",""
"NIAGARA FALLS","ONTARIO","43.13","-79.08","182.90","6135638","",""
"NIAGARA FALLS CHIPPAWA","ONTARIO","43.07","-79.05","175.00","6135642","",""
"NIAGARA FALLS NPCSH","ONTARIO","43.13","-79.05","175.30","6135657","",""
"NIAGARA FALLS ONT HYDRO","ONTARIO","43.08","-79.08","198.10","6135660","",""
"NIAGARA ON THE LAKE","ONTARIO","43.25","-79.13","81.10","6135FF4","",""
"NIAGARA ON THE LAKE GOLF","ONTARIO","43.25","-79.07","255.00","613N001","",""
"NICHOLSON PENINSULA","NORTHWEST TERRITORIES","69.93","-128.97","88.70","2202750","","WRP"
"NICHOLSON PENINSULA 1","NORTHWEST TERRITORIES","69.92","-128.97","90.70","2202754","",""
"NICKLEN LAKE","BRITISH COLUMBIA","50.13","-119.00","1317.00","1125570","",""
"NICOLA LAKE","BRITISH COLUMBIA","50.15","-120.65","646.20","1125585","",""
"NICOLA LAKE","BRITISH COLUMBIA","50.25","-120.45","633.10","1125586","",""
"NICOLA LAKE W END","BRITISH COLUMBIA","50.17","-120.63","642.00","1125590","",""
"NICOLET","QUEBEC","46.20","-72.62","30.40","7025440","",""
"NICOLET","QUEBEC","46.23","-72.66","8.00","7025442","71723","WNQ"
"NICTAU","NEW BRUNSWICK","47.23","-67.15","169.70","8103700","",""
"NIER AGDM","ALBERTA","51.37","-114.10","1145.00","3034795","71495","NNR"
"NILESTOWN","ONTARIO","42.98","-81.08","265.00","614N003","",""
"NIMPO LAKE","BRITISH COLUMBIA","52.35","-125.13","1085.10","1085597","",""
"NIMPO LAKE 2","BRITISH COLUMBIA","52.33","-125.15","1129.90","1085598","",""
"NINA LAKE","ALBERTA","57.32","-117.20","453.20","3074808","",""
"NINE MILE BRK (CAMP 68)","NEW BRUNSWICK","47.68","-68.12","426.70","8103706","",""
"NINETTE","MANITOBA","49.40","-99.63","416.70","5022040","",""
"NINETTE 1 NW","MANITOBA","49.42","-99.65","419.10","50220M0","",""
"NINETTE COLE","MANITOBA","49.40","-99.63","419.10","50220D0","",""
"NINGA","MANITOBA","49.23","-99.85","502.60","5022041","",""
"NIPAWIN","SASKATCHEWAN","53.33","-104.00","371.90","407N51G","71312","WBU"
"NIPAWIN","SASKATCHEWAN","53.33","-104.02","371.90","4075522","",""
"NIPAWIN","SASKATCHEWAN","53.33","-104.01","371.90","4075525","71130","YBU"
"NIPAWIN 2","SASKATCHEWAN","53.35","-104.02","358.40","4075520","",""
"NIPAWIN A","SASKATCHEWAN","53.33","-104.00","371.90","4075518","",""
"NIPIGON","ONTARIO","49.00","-88.25","184.40","6045665","",""
"NIPISSING","ONTARIO","46.13","-79.53","","6115668","",""
"NIPISSING","ONTARIO","46.10","-79.52","213.40","6115669","",""
"NITCHEQUON","QUEBEC","53.20","-70.90","536.10","7095480","",""
"NITINAT LAKE","BRITISH COLUMBIA","48.75","-124.75","7.60","1035610","",""
"NITINAT LAKE (AUT)","BRITISH COLUMBIA","48.67","-124.83","36.40","103EFJ0","","WAC"
"NITINAT RIVER HATCHERY","BRITISH COLUMBIA","48.86","-124.66","14.90","1035612","",""
"NITON JUNCTION CDA EPF","ALBERTA","53.60","-115.70","838.20","3064810","",""
"NIVERVILLE","MANITOBA","49.60","-97.05","236.80","5022043","",""
"NOBLEFORD","ALBERTA","49.87","-113.05","975.40","3034818","",""
"NOBLEFORD EXP ST","ALBERTA","49.88","-113.07","983.30","3034820","",""
"NOBLETON","ONTARIO","43.92","-79.60","278.00","6155680","",""
"NOEL","NOVA SCOTIA","45.28","-63.73","45.70","8204100","",""
"NOEL SHORE","NOVA SCOTIA","45.32","-63.65","40.80","8204124","",""
"NOEL SHORE EXP ST","NOVA SCOTIA","45.30","-63.65","91.40","8204125","",""
"NOKOMIS","SASKATCHEWAN","51.52","-105.00","524.10","4015560","",""
"NOLALU","ONTARIO","48.15","-89.88","381.00","6045675","",""
"NOLALU SSW22","ONTARIO","48.10","-89.88","349.90","6045676","",""
"NOMININGUE","QUEBEC","46.40","-75.08","274.00","7035520","",""
"NOOTKA LIGHTSTATION","BRITISH COLUMBIA","49.60","-126.62","15.80","1035614","","WCV"
"NORA LEE NORTH","BRITISH COLUMBIA","53.98","-126.43","792.50","1085615","",""
"NORANDA","QUEBEC","48.25","-79.02","286.50","7085560","",""
"NORANDA LAKE DUFAULT","QUEBEC","48.28","-79.00","292.90","7085600","",""
"NORCO COAL","BRITISH COLUMBIA","53.82","-121.92","742.20","1095617","",""
"NORDEGG","ALBERTA","52.47","-116.08","1402.10","3054840","",""
"NORDEGG CS","ALBERTA","52.49","-116.04","1332.00","3054843","71060","XND"
"NORDEGG RS","ALBERTA","52.50","-116.05","1320.10","3054845","",""
"NORMAN WELLS A","NORTHWEST TERRITORIES","65.28","-126.80","72.50","2202800","",""
"NORMAN WELLS A","NORTHWEST TERRITORIES","65.28","-126.80","72.50","2202801","71043","YVQ"
"NORMAN WELLS CLIMATE","NORTHWEST TERRITORIES","65.29","-126.75","93.60","2202810","71480","NVQ"
"NORMANDIN","QUEBEC","48.84","-72.55","137.20","7065639","71379","WOD"
"NORMANDIN CDA","QUEBEC","48.85","-72.53","137.20","7065640","",""
"NORQUAY","MANITOBA","49.48","-98.75","457.20","5012046","",""
"NORQUAY","SASKATCHEWAN","51.87","-102.07","496.00","4015580","",""
"NORTH AUGUSTA","ONTARIO","44.75","-75.78","117.30","6105678","",""
"NORTH AUGUSTA MAHONEY","ONTARIO","44.73","-75.73","121.90","6105679","",""
"NORTH BATTLEFORD","SASKATCHEWAN","52.77","-108.24","548.30","4045695","71876","YQW"
"NORTH BATTLEFORD","SASKATCHEWAN","52.77","-108.25","548.00","4045605","",""
"NORTH BATTLEFORD A","SASKATCHEWAN","52.77","-108.26","548.30","4045600","71876","YQW"
"NORTH BATTLEFORD RCS","SASKATCHEWAN","52.77","-108.26","548.00","4045607","71754","PQW"
"NORTH BAY","ONTARIO","46.32","-79.47","201.20","6085682","",""
"NORTH BAY A","ONTARIO","46.36","-79.42","370.30","6085701","","YYB"
"NORTH BAY A","ONTARIO","46.36","-79.42","370.30","6085680","71731","YYB"
"NORTH BAY A","ONTARIO","46.36","-79.42","370.30","6085700","71731","YYB"
"NORTH BAY AIRPORT","ONTARIO","46.38","-79.40","370.30","6085695","73016","TZN"
"NORTH BAY NIPISSING(AUT)","ONTARIO","46.32","-79.48","203.50","6085703","",""
"NORTH BAY OWRC","ONTARIO","46.30","-79.47","198.10","6085704","",""
"NORTH BRUCE","ONTARIO","44.38","-81.42","213.40","6125705","",""
"NORTH BURNABY UNION","BRITISH COLUMBIA","49.28","-122.95","121.90","1105627","",""
"NORTH CAPE","PRINCE EDWARD ISLAND","47.06","-64.00","7.60","8300516","71987","WNE"
"NORTH COOKING LAKE","ALBERTA","53.43","-113.18","740.70","3014870","",""
"NORTH COWICHAN","BRITISH COLUMBIA","48.82","-123.72","45.70","1015628","",""
"NORTH COWICHAN","BRITISH COLUMBIA","48.82","-123.72","44.80","1015630","71927","VOO"
"NORTH EAST POND RIVER","NEWFOUNDLAND","47.63","-52.83","91.40","8402873","",""
"NORTH GOWER","ONTARIO","45.10","-75.74","103.00","6105710","",""
"NORTH GOWER","ONTARIO","45.13","-75.72","93.00","6105709","",""
"NORTH HARBOUR","NEWFOUNDLAND","47.13","-53.67","11.00","8402874","",""
"NORTH HATLEY","QUEBEC","45.28","-71.95","243.80","7025660","",""
"NORTH JULIUS","MANITOBA","50.07","-96.18","290.20","503B0MF","",""
"NORTH KINGSTON","NOVA SCOTIA","45.02","-64.97","70.10","8204158","",""
"NORTH LAKE","ONTARIO","48.13","-90.57","478.80","6045711","",""
"NORTH MOUNTAIN CS","NOVA SCOTIA","46.82","-60.67","439.40","8204161","71604","XNM"
"NORTH NICOMEN","BRITISH COLUMBIA","49.20","-122.03","18.00","1105630","",""
"NORTH PENDER ISLAND","BRITISH COLUMBIA","48.76","-123.29","98.00","1015638","",""
"NORTH PINE CDA EPF","BRITISH COLUMBIA","56.43","-120.78","710.20","1185640","",""
"NORTH STAR","ALBERTA","56.83","-117.57","485.00","3074874","",""
"NORTH SYDNEY","NOVA SCOTIA","46.20","-60.27","3.00","8204165","",""
"NORTH VANC LONSDALE PARK","BRITISH COLUMBIA","49.33","-123.07","135.60","110EFE9","",""
"NORTH VANCOUVER BLUE RIDGE","BRITISH COLUMBIA","49.32","-123.00","71.90","110NFEQ","",""
"NORTH VANCOUVER CITY","BRITISH COLUMBIA","49.32","-123.08","88.40","1105656","",""
"NORTH VANCOUVER DOLLARTON","BRITISH COLUMBIA","49.32","-122.95","52.00","110NFNF","",""
"NORTH VANCOUVER HOLYROOD","BRITISH COLUMBIA","49.35","-123.08","182.90","1105659","",""
"NORTH VANCOUVER NORGATE","BRITISH COLUMBIA","49.32","-123.12","4.60","1105664","",""
"NORTH WEST RIVER","NEWFOUNDLAND","53.53","-60.15","61.00","8502875","",""
"NORTH WEST RIVER","NEWFOUNDLAND","53.52","-60.15","4.30","8502876","",""
